,Code,Title,Credits,ResidentPrerequisites,OnlinePrerequisites,RegistrationRestrictions,Offered,Notes
1561,HIUS 435,Cultural History of Early America,3,,,,Online,
1562,HIUS 445,Reagan's America,3,,,,Online,
1563,HIUS 452,Recent America,3,,,,Residential,
1564,HIUS 470,American Foreign Relations Since 1776,3,,,,Residential,
1565,HIUS 495,Directed Research,1-3,,,,Residential,
1566,HIUS 497,Special Topics in United States History,1-3,,,,Residential,
1567,HIWD 320,History of Africa,3,,,,Residential and Online,
1568,HIWD 341,Modern Islamic Civilization,3,,,,Residential and Online,
1569,HIWD 350,East Asian Civilization,3,,,,Residential,
1570,HIWD 355,World War II,3,,,,Online,
1571,HIWD 370,Comparative Civilization,3,,,,Residential and Online,
1572,HIWD 371,Latin American Civilization: Colonial Period,3,,,,Residential,
1573,HIWD 372,Latin American Civilization: National Period,3,,,,Residential,
1574,HIWD 375,East Asian Warfare,3,,,,Residential and Online,
1575,HIWD 376,Middle Eastern Warfare,3,,,,Residential and Online,
1576,HIWD 460,Atlantic World,3,,,,Online,
1577,HIWD 495,Directed Research,1-3,,,,Residential,
1578,HIWD 497,Special Topics in World History,1-3,,,,Residential,
1579,HONR 395,Quantitative Research Methods and Design,3,,,Junior Status,Residential,
1580,HONR 495,Senior Honors Thesis,3,,,,Residential,
1581,HMGT 200,Introduction to Hospitality Management,3,,,,Residential,
1582,HMGT 300,Principles of Food Service Operations,3,([HMGT 200]),,,Residential,
1583,HMGT 302,Hospitality Facility Operations,3,([HMGT 200]),,,Residential,
1584,HMGT 305,Legal and Ethical Issues in Hospitality,3,([HMGT 200]),,,Residential,
1585,HMGT 310,Principles of Hotel Operations,3,([HMGT 200] and [SETM 205]),,,Residential,
1586,HMGT 405,Revenue Management in Hospitality,3,([ACCT 209] and [HMGT 310] and ([MATH 110] or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217])),,,Residential,
1587,HMGT 410,Sales and Promotion in Hospitality Management,3,([HMGT 310]),,,Residential,
1588,HMGT 430,Technology in Hospitality,3,([HMGT 310]),,,Residential,
1589,HSER 201,Survey of Human Services,3,,,,Residential and Online,
1590,HSER 270,Ethics in Professional Helping,3,,([ENGL 102] and ([SOWK 101] or [PSYC 101])),,Online,This course is an equivalent toSOWK 270.
1591,HSER 301,Administration & Case Management,3,(([SOWK 101] or [PSYC 101] or [SOCI 200]) and ([HSER 270] or [SOWK 270]) and ([PSYC 210] or [SOWK 300]) and ([PSYC 430] or [SOWK 431]) and [HSER 201] and [ENGL 102] and [PSYC 317] and [SOWK 260]),,,Residential and Online,
1592,HSER 315,Human Services Policy and Ethics,3,([PSYC 101] and [PSYC 210] and [SOWK 101] and ([SOCI 200] or [SOCI 201])),,,Residential,
1593,HSER 415,Case Management Practice in Human Services,3,,(([SOWK 101] or [PSYC 101] or [SOCI 200]) and ([HSER 270] or [SOWK 270]) and ([PSYC 210] or [SOWK 300]) and [ENGL 102] and [HSER 201] and [PSYC 317] and [SOWK 260]),,Online,
1594,HSER 465,HSER Internship Proposal and Preparation,0,,(([HSER 201] or [SOWK 101]) and ([HSER 270] or [SOWK 270]) and ([HSER 415] or [SOWK 350])),,Online,
1595,HSER 497,Human Services Capstone,3,([HSER 201] and [HSER 270] and [HSER 301] and [HSER 415] and [HSER 465] and Undergraduate GPA with a score of 2000),,"Senior Status; enrollment in BS Human Service major, 2.0+ overall GPA,HSER 201,HSER 270,HSER 301,HSER 415,HSER 465, approval by the department. All applicants must apply and receive approval during the semester prior to starting the course.",Residential and Online,
1596,HSER 499,Internship,3-6,([HSER 201] and [HSER 270] and [HSER 415] and [HSER 465]),([HSER 201] and [HSER 270] and [HSER 415]),"Senior Status; Human Service Major, 2.0+ overall GPA,HSER 201,HSER 270,HSER 415, suitable internship site, completed internship application approved by department. All applicants must apply and receive approval during the semester prior to starting the internship.",Residential and Online,
1597,ENGI 220,Engineering Economy,3,([MATH 131] or [MATH 126]),([MATH 126] or [MATH 131]),,Residential and Online,
1598,ENGI 230,Production Systems,3,([ENGR 110]),([ENGR 115]),,Residential and Online,
1599,ENGI 299,Internship,0,,,"Sophomore status, 2.00 GPA, two courses in major, declared major, not more than one CSER behind",Residential,
1600,ENGI 300,Enterprise Forecasting,3,([ENGR 210] and First Year Engineering Gate with a score of 5),,,Residential,"First Year Engineering Gate courses consistent of:MATH 131,MATH 132,PHYS 231, andENGR 110(ENGR 115) with a grade of ‘C’ or higher"
1601,ENGI 305,Data Analysis Methods and Modeling,3,([ENGR 210]),,,Residential,
1602,ENGI 307,Data Analysis and Machine Learning,3,,([ENGR 210]),,Online,
1603,ENGI 310,Operations and Research Logistics,3,,([ENGR 210]),,Online,
1604,ENGI 330,Facilities Design,3,([ENGI 230]),,,Residential and Online,
1605,ENGI 340,Introduction to Operations Research: Deterministic Models,3,([MATH 321]{concurrent} or [MATH 221]{concurrent}),,,Residential,
1606,ENGI 350,Introduction to Operations Research: Probabilistic Models,3,([ENGI 340] and [ENGR 210]),,Junior status,Residential,
1607,ENGI 360,Engineering Information Systems,3,(First Year Engineering Gate with a score of 5),,,Residential,"First Year Engineering Gate courses consistent of:MATH 131,MATH 132,PHYS 231, andENGR 110(ENGR 115) with a grade of ‘C’ or higher"
1608,ENGI 371,"Six Sigma, Lean and Kaizen",3,,([ENGR 210]),,Online,
1609,ENGI 383,Project Management and Systems Engineering,3,(Computer Engineering Gate Req with a score of 5 or Electrical Engineerng Gate Req with a score of 5 or Indust Sys Engineer Gate Req with a score of 5 or Mechanical Engineer Gate Req with a score of 5 or Civil Engineering Gate Req with a score of 5),,"Chair approval, Junior/Senior Status",Residential,
1610,ENGI 420,Advanced Data Analysis and Machine Learning,3,([ENGR 210] or [MATH 211]) and ([MATH 221] or [MATH 321]) and ([ENGR 133] or [MATH 133]),,,Residential,
1611,ENGI 428,CNC and Programming Logic Chips,3,,([ENGE 205] or [ENGE 211]),,Online,
1612,ENGI 430,Decision Analysis,3,([ENGI 220] and [ENGI 350]{concurrent}),,,Residential,
1613,ENGI 450,Human Factors and Ergonomics,3,([ENGR 210] and First Year Engineering Gate with a score of 5),,,Residential and Online,
1614,ENGI 455,Industrial Ergonomics,3,([ENGI 450]),,,Residential,
1615,ENGI 460,Digital Simulation,3,([MATH 334]),,,Residential,
1616,ENGI 461,Engineering Technology Capstone I,3,,,ENGI 461andENGI 462must be taken sequentially in the student's last year of enrollment.,Online,
1617,ENGI 462,Engineering Technology Capstone II,3,,([ENGI 461]),,Online,
1618,ENGI 497,Special Topics in Industrial and Systems Engineering,1-4,,,,Residential,
1619,ENGI 499,ISE Internship,1-6,,,Junior or Senior status,Residential,
1620,INFO 305,Quality Management and Decision Support,3,,([CSIS 100] or [BUSI 311]),,Online,
1621,INFO 310,Foundations of Pharmacology,3,,([NURS 105] and [INFO 305]),,Online,
1622,INFO 320,Healthcare Informatics,3,,([INFO 305] or [BUSI 311]),,Online,
1623,INFO 321,Healthcare Coding and Classification,3,,([INFO 305] and [INFO 320]),,Online,
1624,INFO 405,Informatics Information Systems,3,(BMIS 200 or [CSIS 100]) and ([RSCH 201] or Inquiry Research with a score of 80 or Research Assessment with a score of 80 or Research (prior to 2017-2018) with a score of 80),(BMIS 200 or [CSIS 100]),,Residential and Online,
1625,INFO 410,Healthcare Enterprise Systems,3,,((BMIS 200 or [CSIS 100]) and [INFO 305]),,Online,
1626,INFT 000,Computer Competency,0,,,,Residential and Online,
1627,INFT 102,PowerPoint,1,,,,Residential and Online,
1628,INFT 103,Excel,1,,,,Residential and Online,
1629,INFT 104,Word,1,,,,Residential and Online,
1630,INFT 110,Computer Concepts and Applications,3,,,,Residential and Online,
1631,INFT 111,MAC Computer Concepts and Applications,3,,,,Residential and Online,
1632,INFT 126,Adobe InDesign - Introductory,1,,,,Residential and Online,
1633,INFT 127,Adobe Photoshop - Introductory,1,,,,Residential and Online,
1634,INFT 151,Mobile Media Techniques,1,,,,Residential and Online,
1635,INFT 152,Social Media Tools - Introductory,1,,,,Residential and Online,
1636,INFT 241,CompTIA A+: Computer Hardware and Operating Systems Certification,3,,,,Online,
1637,INQR 000,Inquiry Assessment,0,,,,Residential,
1638,INQR 101,Inquiry,1,,,,Residential,
1639,INQR 102,Interdisciplinary Inquiry,1,,,,Online,
1640,INDS 200,Interdisciplinary Careers,1,,,,Residential and Online,
1641,INDS 299,Experiential Learning and Intern/Externship,0,,,,Residential and Online,
1642,INDS 400,Knowledge Synthesis for Professional and Personal Development,3,,,Junior or Senior standing in INDS program,Residential and Online,
1643,INDS 491,Interdisciplinary Studies Capstone,3,([RSCH 201] or Inquiry Research with a score of 80 or Research Assessment with a score of 80 or Research (prior to 2017-2018) with a score of 80),,Online: Junior or Senior standing in Interdisciplinary Studies program,Residential and Online,
1644,INDS 499,Internship,3-6,,,Residential: Department Chair Approval unless the course is required on the Degree Completion Plan,Residential and Online,Online: Enrollment in Washington Semester Fellowship
1645,JOUR 213,Introduction to Journalism,3,,,,Online,
1646,JOUR 220,News Writing & Reporting I,3,([ENGL 101]),,,Residential,
1647,JOUR 225,Media Writing,3,([ENGL 101]),,,Residential and Online,
1648,JOUR 234,Modern Copy Editing,3,([JOUR 220] or [JOUR 225]),,,Residential,
1649,JOUR 303,Reporting and Writing,3,,,,Online,
1650,JOUR 345,Producing Digital News,3,([DIGI 343] and [JOUR 220]),,,Residential,
1651,JOUR 354,News Writing and Reporting II,3,([JOUR 220] and [DIGI 175] and [DIGI 220] and [DIGI 224] and [DIGI 225]),,,Residential,
1652,JOUR 356,Social Media Writing,3,([JOUR 220] or [JOUR 225]),,,Residential and Online,
1653,JOUR 357,E-News Reporting,3,([DIGI 175] and [DIGI 220] and [DIGI 224] and [DIGI 225] and [JOUR 220]),,,Residential,
1654,JOUR 358,Strategic Web Writing (Blogging),3,([JOUR 220] or [JOUR 225] or COMS 220),,,Residential,
1655,JOUR 360,Media Convergence,3,([ARTS 222] and ([DIGI 225] or COMS 225) and ([JOUR 354] or COMS 354)),,,Residential,
1656,JOUR 370,Sports Writing,3,([JOUR 220] or [JOUR 225]),,,Residential,
1657,JOUR 373,Editorial and Opinion Writing,3,([JOUR 220] or [JOUR 225]),,,Residential,
1658,JOUR 374,Writing and Editing for Digital Magazine and Features,3,([JOUR 220] and [DIGI 175] and [DIGI 220] and [DIGI 224] and [DIGI 225]),,,Residential,
1659,JOUR 375,Community Reporting,3,(([JOUR 220] and [JOUR 225]) or ([JOUR 213] and [JOUR 303])),,,Residential and Online,
1660,JOUR 390,Champion Practicum,1,([JOUR 220] or [JOUR 225]),,,Residential,
1661,JOUR 391,Advertising Design and Photography Practicum,1,([JOUR 220] or [JOUR 225]) and ([ARTS 222] or [ARTS 224]),,,Residential,
1662,JOUR 396,Advertising Practicum,1,([JOUR 220] or [JOUR 225]),,,Residential,
1663,JOUR 482,Senior Project,3,([ARTS 222] and [DIGI 224]) or ([JOUR 354] and [DIGI 225]),,,Residential,
1664,JOUR 485,Investigative Reporting,3,([DIGI 175] and [DIGI 220] and [DIGI 224] and [DIGI 225] and [JOUR 220]),([JOUR 354]),,Residential and Online,
1665,JOUR 497,Special Topics,"1,3",,,,Residential,
1666,JOUR 498,Professional Practicum,1,(([JOUR 354] or COMS 354) and ([DIGI 225] or COMS 225 or COMS 224 or [DIGI 224]) and [ARTS 222]),,,Residential,
1667,LEAD 110,Introduction to Leadership: Connecting with Others,1,,,,Residential,
1668,LEAD 112,Self-Leadership Development,1,,,,Residential,
1669,LEAD 122,Leadership: Connecting with Others and Self Leadership,2,,,,Online,
1670,LEAD 210,The Art and Science of Leading Others,1,,,,Residential,
1671,LEAD 212,The Art and Science of Culture Change,1,,,,Residential,
1672,LEAD 222,Leadership: Leading Others and Culture Change,2,,,,Online,
1673,LEAD 302,"Changing Culture through Empowerment, Leadership, and Cultural Intelligence",1,,,Membership into the LEAD Fellowship,Residential,
1674,LIFC 201,Introduction to Life Coaching,3,([PSYC 101] or [PSYC 210]),,,Online,
1675,LIFC 202,Advanced Skills in Life Coaching,3,([PSYC 101] or [PSYC 210]),,,Online,
1676,LIFC 301,Health and Wellness Coaching,3,([PSYC 101] or [PSYC 210]),,,Online,
1677,LIFC 302,Marriage Coaching,3,([PSYC 101] or [PSYC 210]),,,Online,
1678,LIFC 303,Financial Life Coaching,3,([PSYC 101] or [PSYC 210]),,,Online,
1679,LIFC 304,Leadership Coaching,3,([PSYC 101] or [PSYC 210]),,,Online,
1680,LING 213,Introduction to Linguistics,3,,,,Residential,
1681,LING 280,Field Language Learning,3,,,,Residential,
1682,LING 300,Introduction to Cultural Anthropology,3,,,,Residential,
1683,LING 301,Introduction to Linguistics,3,,,,Residential and Online,
1684,LING 305,Linguistic Analysis,3,([LING 301]),,,Residential and Online,
1685,LING 451,Phonetics and Phonology,3,([LING 301] and [LING 305]),,,Residential,
1686,LING 452,Morphology and Syntax,3,((MLAN 305 or [LING 305]) and [LING 301]),,,Residential and Online,
1687,LING 453,World Languages,3,([LING 301]),,,Residential and Online,
1688,LING 495,Directed Research,1-3,,,Junior or senior status,Residential,
1689,LING 497,Seminar,3,,,,Residential and Online,
1690,LING 499,Internship in Linguistics,3-6,,,"Junior or senior status, 3:00 GPA, two courses in minor above 200 level",Residential,
1691,MATH 000,Math Assessment,0,,,,Residential and Online,
1692,MATH 100,Fundamentals of Mathematics,3,(Placement Score-Math with a score of 40 or ([CLST 103] and Assessment - Mathematics with a score of 01)),(([CLST 103] and Assessment - Mathematics with a score of 01) or Placement Score-Math with a score of 040),,Residential and Online,
1693,MATH 100L,Fundamentals of Mathematics Companion Lab,1,([MATH 100]{concurrent}),,,Residential and Online,
1694,MATH 105,Algebra for the Liberal Arts,3,(Placement Score-Math with a score of 60 or [CLST 103]),,,Residential,
1695,MATH 108,Elementary and Intermediate Algebra,3,(Assessment - Mathematics with a score of 09 or SAT Section Math with a score of 470 or ACT Math with a score of 17),,,Residential,
1696,MATH 109,Beginning/Intermediate Algebra,3,,,,Residential and Online,
1697,MATH 110,Intermediate Algebra,3,([MATH 100] or Placement Score-Math with a score of 070 or ([CLST 103] and Assessment - Mathematics with a score of 23) or [MATH 105]),,,Residential and Online,
1698,MATH 110L,Intermediate Algebra Companion Lab,1,([MATH 110]{concurrent}),,,Residential and Online,
1699,MATH 112,Technical Mathematics,3,,(SAT Section Math with a score of 490 or ACT Math with a score of 18 or [MATH 100]),,Online,
1700,MATH 114,Quantitative Reasoning,3,([MATH 100] or Placement Score-Math with a score of 070 or ([CLST 103] and Assessment - Mathematics with a score of 23) or [MATH 105]),,,Residential and Online,
1701,MATH 115,Mathematics for Liberal Arts,3,(Placement Score-Math with a score of 075 or ([CLST 103] and Assessment - Mathematics with a score of 23 and Assessment - Mathematics II with a score of 15) or [MATH 105] or [MATH 108] or [MATH 110] or MATH 2XX),(Placement Score-Math with a score of 075 or ([CLST 103] and Assessment - Mathematics II with a score of 15 and Assessment - Mathematics with a score of 23) or [MATH 105] or [MATH 108] or [MATH 110] or MATH 2XX),,Residential and Online,
1702,MATH 116,Logic and Social Reasoning,3,(Placement Score-Math with a score of 075 or Assessment - Mathematics II with a score of 15 or [MATH 110] or [MATH 114] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 131] or [MATH 201] or [BUSI 230] or MATH 2XX),(Placement Score-Math with a score of 075 or Assessment - Mathematics II with a score of 15 or [MATH 110] or [MATH 114] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 131] or [MATH 201] or [BUSI 230] or MATH 1XX or MATH 2XX),,Residential and Online,
1703,MATH 117,Elements of Mathematics,3,(Placement Score-Math with a score of 075 or ([CLST 103] and Assessment - Mathematics II with a score of 15 and Assessment - Mathematics with a score of 23) or [MATH 108] or [MATH 110] or [MATH 121] or [MATH 126] or [MATH 128] or [MATH 131] or MATH 2XX),,,Residential and Online,
1704,MATH 121,College Algebra,3,(Placement Score-Math with a score of 075 or ([CLST 103] and Assessment - Mathematics with a score of 23 and Assessment - Mathematics II with a score of 15) or [MATH 108] or [MATH 110] or [MATH 126] or [MATH 128] or [MATH 131]),,,Residential and Online,
1705,MATH 122,Trigonometry,3,([MATH 121]),,,Residential,
1706,MATH 123,Introduction to Discrete Mathematics,3,,,,,
1707,MATH 125,Finite Mathematics,3,(Placement Score-Math with a score of 075 or ([CLST 103] and Assessment - Mathematics with a score of 23 and Assessment - Mathematics II with a score of 15) or [MATH 108] or [MATH 110] or [MATH 126] or BUSI 128 or [MATH 131]),,,Residential,
1708,MATH 126,Elementary Calculus for Business and Science,3,([MATH 121] or ACT Math with a score of 25 or SAT Section Math with a score of 590),,,Residential and Online,
